gene name,Betweenness unDir,Bridging unDir,Centroid unDir,Closeness unDir,Degree unDir,Eccentricity unDir,EigenVector unDir,Radiality unDir,Stress unDir
BRAF,2534.41137,4.926738055,-362,2.72E-04,401,0.333333333,0.025445366,3.177259186,105972
KPNA4,2075.537312,5.080481772,-394,2.70E-04,351,0.333333333,0.022718915,3.161370407,87038
PES1,610.8794559,4.457158856,-533,2.60E-04,202,0.333333333,0.013419502,3.092353525,27284
TEK,1735.901556,5.114328194,-447,2.66E-04,307,0.333333333,0.018381117,3.135054618,63120
FMNL1,1681.271133,5.816263994,-465,2.65E-04,280,0.333333333,0.015534302,3.12611718,57738
ZFYVE16,477.2961805,5.010047311,-564,2.58E-04,165,0.333333333,0.010061278,3.076961271,19978
CUL3,3883.162292,4.611660661,-277,2.79E-04,508,0.333333333,0.031551408,3.219463754,160780
ROCK2,1728.402931,4.934779165,-409,2.69E-04,333,0.333333333,0.022233317,3.153922542,75658
SMC5,645.6366555,4.620315635,-520,2.61E-04,213,0.333333333,0.015723047,3.098808342,34320
DCAF7,798.3461064,5.06622904,-501,2.62E-04,229,0.333333333,0.017006867,3.108242304,36848
JAK2,2388.591656,4.135067638,-402,2.69E-04,404,0.333333333,0.018920974,3.157398213,85284
NLRP1,2228.4221,5.65591868,-422,2.68E-04,325,0.333333333,0.017926056,3.147467726,76924
KCNA4,363.010727,7.451475879,-617,2.55E-04,108,0.333333333,0.006659228,3.050148957,10826
RAP1B,3636.953794,4.740598999,-285,2.78E-04,486,0.333333333,0.029393467,3.215491559,155528
EIF4H,2053.719458,5.144980703,-395,2.70E-04,349,0.333333333,0.022817314,3.160873883,86376
COX5B,473.2377313,6.721404768,-589,2.57E-04,137,0.333333333,0.008328014,3.064548163,15728
AHCTF1,948.0462233,4.737095214,-484,2.64E-04,258,0.333333333,0.018608659,3.116683217,44264
PFAS,1114.462941,4.33653858,-438,2.67E-04,289,0.333333333,0.022883543,3.139523337,57508
PARP2,1584.733407,4.721736799,-405,2.69E-04,336,0.333333333,0.025460846,3.15590864,74828
GUCY1A3,193.3146976,6.427031636,-643,2.53E-04,86,0.333333333,0.004694597,3.035253227,6790
SEPT2,497.7470723,6.207563897,-577,2.57E-04,152,0.333333333,0.009988064,3.070506455,18772
YWHAQ,2368.396513,4.405785732,-344,2.74E-04,423,0.333333333,0.029353986,3.186196624,115900
ADNP2,1347.501732,4.519647196,-418,2.68E-04,324,0.333333333,0.023685902,3.149453823,70794
LIMS1,991.4446957,5.690373084,-525,2.61E-04,219,0.333333333,0.012746743,3.095829196,36382
ZNF273,1025.57604,5.455647055,-505,2.62E-04,230,0.333333333,0.016336914,3.106256207,44434
ADAR,4161.081675,5.029852458,-271,2.79E-04,503,0.333333333,0.031147562,3.2224429,168004
TRIM13,1083.71448,4.848551142,-473,2.64E-04,263,0.333333333,0.017579084,3.122144985,48800
E2F2,2216.776001,4.891563635,-370,2.72E-04,389,0.5,0.027241889,3.173286991,98072
TIAM1,4437.276455,5.616089073,-269,2.79E-04,485,0.333333333,0.031470389,3.223435948,185922
ABCE1,1998.599552,3.636699919,-357,2.73E-04,428,0.333333333,0.02953114,3.179741807,98658
SMAD2,3102.544986,4.145539784,-315,2.76E-04,489,0.333333333,0.029331651,3.200595829,132870
NBR1,556.5684452,6.46621288,-568,2.58E-04,154,0.333333333,0.009282404,3.074975174,20254
PCYT1A,694.4786921,5.900625313,-540,2.60E-04,188,0.333333333,0.012765316,3.088877855,27652
PNPLA6,704.7180754,7.103081985,-592,2.56E-04,140,0.333333333,0.006243682,3.060079444,18572
EIF2AK2,1257.834406,5.000282857,-462,2.65E-04,287,0.333333333,0.01914799,3.127606753,52892
VDR,980.7012628,4.744498645,-512,2.62E-04,243,0.333333333,0.013729133,3.102780536,36808
KRT12,239.2225478,8.43402354,-664,2.52E-04,75,0.333333333,0.004957557,3.027308838,9870
KPNA1,1615.684707,4.400212349,-413,2.69E-04,346,0.333333333,0.022775376,3.151936445,75258
IRF8,2905.6217,4.884246175,-376,2.71E-04,411,0.333333333,0.020936543,3.170307845,102522
SHANK2,964.8371593,6.241474693,-516,2.61E-04,206,0.333333333,0.013550792,3.100794439,35774
CDC27,2820.397381,4.277683354,-313,2.76E-04,474,0.333333333,0.032459332,3.201588878,137380
SHMT2,779.3769447,4.829471687,-488,2.63E-04,237,0.333333333,0.019557751,3.11469712,37452
ARAF,2448.561816,5.642662804,-414,2.69E-04,342,0.333333333,0.018448239,3.151439921,79930
STAT2,1581.730697,5.544445064,-472,2.64E-04,282,0.333333333,0.015601865,3.122641509,53866
FBXL4,1230.252867,5.659969499,-485,2.64E-04,248,0.333333333,0.015753767,3.116186693,48874
TAF6L,168.2774854,7.909424861,-657,2.52E-04,73,0.333333333,0.004767587,3.030784508,5190
NKTR,1919.432679,5.002908481,-405,2.69E-04,345,0.333333333,0.021543654,3.15590864,81364
ZNF143,1902.536984,4.693997077,-403,2.69E-04,354,0.333333333,0.022220719,3.156901688,81454
NAT6,107.4870878,7.980802199,-713,2.48E-04,51,0.333333333,0.002343838,2.997517378,3058
HIST1H2BD,261.945719,5.687106043,-619,2.55E-04,114,0.333333333,0.007449345,3.049155909,9964
UBTF,1344.12712,5.182105512,-458,2.65E-04,285,0.333333333,0.018713579,3.12959285,56284
DOCK1,197.1241424,5.534396558,-640,2.53E-04,94,0.333333333,0.004936051,3.037239325,7512
SLC23A2,436.0250781,6.191881722,-592,2.56E-04,137,0.333333333,0.0084447,3.06305859,15188
AKIRIN2,1183.738927,5.806243775,-489,2.63E-04,242,0.333333333,0.014986145,3.114200596,46114
NFIB,5517.154847,5.687732709,-209,2.84E-04,536,0.333333333,0.035066063,3.253227408,232842
USP8,1625.687124,4.821330076,-425,2.68E-04,313,0.333333333,0.019217141,3.145978153,69988
IFNA4,963.6745114,10.14083821,-598,2.56E-04,127,0.333333333,0.005557504,3.059086395,17910
SUMO4,528.0230586,5.318377769,-551,2.59E-04,175,0.333333333,0.012088464,3.083416087,22954
BTN2A1,505.296708,6.665503958,-583,2.57E-04,145,0.333333333,0.009244772,3.067527309,19022
HOXD3,129.3677212,7.501572092,-688,2.50E-04,60,0.333333333,0.003232433,3.014399206,3180
CDC42EP3,952.4081958,5.503640778,-504,2.62E-04,228,0.333333333,0.014497197,3.106752731,40374
MTF2,2960.556267,4.54359663,-310,2.76E-04,463,0.333333333,0.03188563,3.203078451,134460
SUMO3,513.7549572,4.931590764,-560,2.58E-04,177,0.333333333,0.011984373,3.078947368,21618
CD55,2851.885676,6.184639557,-413,2.69E-04,332,0.333333333,0.019114169,3.151936445,129514
ZBTB7A,369.801005,6.799777354,-608,2.55E-04,119,0.333333333,0.006619701,3.053128103,11420
HBEGF,405.8999566,5.239116393,-600,2.56E-04,143,0.333333333,0.007545505,3.059086395,13872
TERT,664.1118828,5.330260694,-541,2.60E-04,200,0.333333333,0.01460231,3.088381331,26244
SPON1,89.64940018,5.97193901,-708,2.48E-04,57,0.333333333,0.002731697,3.000496524,2490
PTPN1,1771.351569,4.902170593,-439,2.67E-04,329,0.333333333,0.018076068,3.139026812,66364
CHMP1A,978.2448068,6.991027614,-546,2.59E-04,181,0.333333333,0.009918577,3.085898709,28044
SECISBP2L,2125.113965,5.315496307,-405,2.69E-04,336,0.333333333,0.020636777,3.15590864,83306
SNW1,3231.570394,3.969781859,-268,2.80E-04,528,0.333333333,0.034199565,3.223932473,159848
HUS1,792.3752207,5.272564417,-515,2.62E-04,220,0.333333333,0.015286498,3.101290963,34720
TXN,2744.471561,5.222955252,-349,2.73E-04,399,0.333333333,0.02634747,3.183714002,115226
PSMB2,621.0751661,4.204542579,-516,2.61E-04,233,0.333333333,0.017352292,3.100794439,30118
CDK19,2617.452582,4.840556834,-333,2.75E-04,417,0.333333333,0.027928044,3.191658391,118178
BCAS2,1486.756314,5.345171006,-450,2.66E-04,282,0.333333333,0.018718183,3.133565045,61712
SLC31A1,809.3327739,5.763919926,-523,2.61E-04,207,0.333333333,0.014162204,3.097318769,31730
SMARCB1,1327.388091,4.885292204,-447,2.66E-04,304,0.333333333,0.020736731,3.135054618,60372
PSMD14,2449.914267,4.173241351,-352,2.73E-04,429,0.333333333,0.028162533,3.182224429,110864
RANBP1,741.5273319,2.758034902,-432,2.67E-04,322,0.333333333,0.027101542,3.142502483,47952
IL10RA,1593.299491,4.296184272,-460,2.65E-04,317,0.333333333,0.014701754,3.128599801,56962
WDR43,545.5587814,4.355767935,-522,2.61E-04,204,0.333333333,0.015511706,3.097815293,28796
TTBK2,665.7339768,4.39571517,-509,2.62E-04,219,0.333333333,0.01546743,3.104270109,28722
PLCH1,917.5165669,7.292033538,-552,2.59E-04,175,0.333333333,0.010826993,3.082919563,31606
BLNK,2057.629459,4.250747652,-420,2.68E-04,373,0.333333333,0.01830889,3.148460775,75068
NLE1,528.5636082,5.094585838,-551,2.59E-04,185,0.333333333,0.013485828,3.083416087,22688
RBM6,1497.665329,5.764130555,-470,2.65E-04,269,0.333333333,0.015809013,3.123634558,53360
GTF2H3,3129.12172,6.199991669,-371,2.72E-04,377,0.333333333,0.024586636,3.172790467,127670
RALGAPA1,1616.078384,4.929872762,-425,2.68E-04,316,0.333333333,0.020153449,3.145978153,70796
ANP32E,1683.057561,3.753305151,-357,2.73E-04,408,0.333333333,0.031596017,3.179741807,91530
FAM175B,900.3083244,5.225275144,-514,2.62E-04,223,0.333333333,0.014365045,3.101787488,38828
ZNF117,728.0066017,6.024777549,-541,2.60E-04,188,0.333333333,0.012406879,3.088381331,27472
P2RY10,643.9248458,6.508448674,-571,2.58E-04,158,0.333333333,0.008444894,3.072989076,20488
MYBL1,804.1336695,6.869494393,-537,2.60E-04,188,0.333333333,0.012895965,3.090367428,29628
IGFBP5,660.4605321,5.716832405,-550,2.59E-04,179,0.333333333,0.011117537,3.083912612,24602
AZI1,590.1609761,7.185509417,-589,2.56E-04,142,0.333333333,0.009527547,3.064051639,23938
AKAP11,2779.26168,5.061297076,-339,2.74E-04,405,0.333333333,0.025930989,3.188679245,119982
PPP1R8,3381.42,5.107921196,-295,2.77E-04,459,0.333333333,0.031719557,3.210526316,147462
SPIB,1049.565747,5.264647926,-505,2.62E-04,237,0.333333333,0.012626342,3.106256207,37174
SLC25A36,1716.960071,5.081903246,-410,2.69E-04,323,0.333333333,0.022058215,3.153426018,78154
SMAD5,666.4324297,4.70284508,-527,2.61E-04,211,0.333333333,0.013557104,3.095332671,29740
GATA2,231.8258391,4.796147475,-610,2.55E-04,122,0.333333333,0.007548218,3.054121152,9888
JAK3,2193.404731,4.140505437,-373,2.72E-04,404,0.333333333,0.023633476,3.171797418,91022
INPPL1,1343.504766,6.708812488,-511,2.62E-04,222,0.333333333,0.011979846,3.103277061,40568
NREP,1915.489018,5.203855659,-393,2.70E-04,344,0.333333333,0.024497148,3.161866931,86628
STARD7,1962.044458,5.345971014,-403,2.69E-04,338,0.333333333,0.022953331,3.156901688,84948
KEL,615.0024845,7.81272929,-592,2.56E-04,138,0.333333333,0.007989987,3.06305859,17320
COPS8,3099.632974,4.916688921,-310,2.76E-04,447,0.333333333,0.030164745,3.203078451,136758
HK2,667.6810157,6.445254359,-563,2.58E-04,167,0.333333333,0.011216798,3.077457795,23956
PANK3,938.2687688,4.473423087,-476,2.64E-04,259,0.333333333,0.01746505,3.120655412,45972
UFL1,1872.172251,5.306691327,-412,2.69E-04,322,0.333333333,0.020604338,3.152432969,79166
ULK2,676.2216341,5.863122704,-546,2.59E-04,183,0.333333333,0.012533574,3.085898709,25164
MPV17,1730.301322,6.239665952,-456,2.66E-04,278,0.333333333,0.017555177,3.130585899,62068
AIMP2,2314.834232,5.041126283,-371,2.72E-04,380,0.333333333,0.025629485,3.172790467,100312
ACBD3,822.2179211,5.285002439,-514,2.62E-04,215,0.333333333,0.014130593,3.101787488,34760
ITK,981.2741983,4.028113501,-503,2.62E-04,266,0.333333333,0.012659786,3.107249255,37864
NAIP,380.9259398,7.558598565,-626,2.54E-04,107,0.333333333,0.005598309,3.045680238,10476
PCMTD2,813.7472413,5.453694746,-526,2.61E-04,201,0.333333333,0.012832561,3.095332671,33678
SRSF11,3696.989053,4.592260606,-273,2.79E-04,505,0.333333333,0.031651867,3.221449851,161948
HNRNPD,5930.04078,4.792410024,-173,2.87E-04,634,0.333333333,0.041018372,3.271102284,254046
TCP1,744.8228386,3.481461575,-478,2.64E-04,278,0.333333333,0.020098901,3.119662363,41594
ANKRD26,1225.218273,5.77488742,-486,2.64E-04,252,0.333333333,0.017137776,3.115690169,46438
GSS,1098.598386,5.705785797,-495,2.63E-04,243,0.333333333,0.01624825,3.11122145,42292
EDN2,1893.611219,6.684498161,-462,2.65E-04,271,0.333333333,0.016774201,3.127606753,63072
OPTN,686.6129884,6.680194919,-569,2.58E-04,163,0.333333333,0.008941136,3.074478649,21934
BDKRB2,122.9078102,8.706865361,-696,2.49E-04,53,0.333333333,0.002556033,3.006454816,2876
TRMU,170.1103031,6.285095288,-671,2.51E-04,79,0.333333333,0.004304238,3.022343595,5186
UTRN,498.6535372,6.694126732,-589,2.56E-04,140,0.333333333,0.008234419,3.064051639,17304
DCTN6,3600.214473,5.903093523,-323,2.75E-04,415,0.5,0.025727923,3.196623635,135422
ENC1,1299.322043,6.029661196,-480,2.64E-04,251,0.333333333,0.016556152,3.118669315,50280
LMO4,2013.458166,5.663745382,-417,2.68E-04,324,0.333333333,0.020659415,3.149950348,78452
RAB11FIP2,2889.114159,4.834623166,-339,2.74E-04,420,0.333333333,0.025745623,3.188679245,125830
SACM1L,2473.132532,5.210526094,-364,2.72E-04,373,0.333333333,0.024144039,3.176266137,105108
SEC62,1635.061824,5.283630565,-432,2.67E-04,303,0.333333333,0.020076524,3.142502483,68740
DNM2,941.0203052,6.374145676,-540,2.60E-04,193,0.333333333,0.010338205,3.088381331,29052
CHD2,1957.427983,6.160145158,-443,2.67E-04,300,0.333333333,0.019327794,3.137040715,75432
STAG1,4082.78991,4.674741111,-261,2.80E-04,525,0.333333333,0.032993993,3.227408143,189980
MAST1,653.6562615,5.81447399,-551,2.59E-04,176,0.333333333,0.011733475,3.083416087,22134
GRIN1,111.2868159,4.029080809,-659,2.52E-04,92,0.333333333,0.005302938,3.02979146,4734
ATP2B1,2948.359274,5.302481158,-349,2.73E-04,401,0.333333333,0.025032244,3.183714002,115946
NUP62,1600.362081,4.335640161,-390,2.70E-04,367,0.333333333,0.027216654,3.163356504,81926
GRAP,332.1110258,4.391701546,-612,2.55E-04,142,0.333333333,0.006359908,3.049652433,10482
CCR3,1318.217018,7.013068522,-522,2.61E-04,210,0.333333333,0.012786641,3.097815293,49226
ITGB3,1118.855591,5.203615947,-496,2.63E-04,250,0.333333333,0.015041264,3.110724926,42320
SART3,994.8089983,4.005904776,-457,2.66E-04,293,0.333333333,0.020656867,3.130089374,53190
PLCB1,5141.199269,5.99028142,-252,2.81E-04,495,0.333333333,0.031302549,3.231876862,189764
TONSL,594.6174185,8.639313685,-604,2.56E-04,126,0.333333333,0.007636476,3.057100298,16046
AP4M1,428.600264,6.538198537,-594,2.56E-04,136,0.333333333,0.009057372,3.062065541,14384
GCM1,295.3265509,7.45035439,-631,2.54E-04,96,0.333333333,0.005102049,3.042701092,7994
ARID3A,306.9466975,7.125498328,-624,2.54E-04,102,0.333333333,0.005263604,3.047169811,8740
RXRB,866.170601,5.412758068,-554,2.59E-04,201,0.333333333,0.009925374,3.081926514,26026
ARHGDIB,1776.756992,3.951899198,-429,2.68E-04,360,0.333333333,0.018189124,3.143992056,68990
XRCC1,2192.46064,6.602249639,-435,2.67E-04,304,0.333333333,0.020450459,3.14101291,90030
KRR1,668.5629957,5.092816919,-524,2.61E-04,204,0.333333333,0.014476596,3.09632572,30732
SNRNP200,1693.515348,4.641286794,-406,2.69E-04,345,0.333333333,0.023369663,3.155412115,77164
MAPK7,3934.148608,5.180924824,-299,2.77E-04,472,0.333333333,0.02804589,3.208540218,148890
ENO1,1276.323209,4.749091999,-452,2.66E-04,296,0.333333333,0.019892683,3.132571996,56082
NME4,399.8270688,5.937314318,-588,2.57E-04,141,0.333333333,0.010154685,3.065044687,15368
HCFC1,1138.619268,4.746596677,-451,2.66E-04,289,0.333333333,0.022098943,3.13306852,54668
LYL1,1220.090509,7.112400624,-526,2.61E-04,203,0.333333333,0.010781292,3.095332671,34922
RIF1,1000.335179,5.030721014,-477,2.64E-04,257,0.333333333,0.020191445,3.120158888,45278
MAP2K4,3719.790324,4.220009603,-266,2.80E-04,535,0.333333333,0.032722531,3.224925521,163344
TAB2,1670.463378,4.720914155,-428,2.68E-04,330,0.333333333,0.019538642,3.14448858,70830
MAP2K3,1570.952232,4.231655136,-429,2.68E-04,340,0.333333333,0.020014356,3.143992056,63442
TIPARP,2165.507072,5.832235486,-411,2.69E-04,324,0.333333333,0.020356911,3.152929494,81470
HDAC4,946.9045493,5.202658843,-505,2.62E-04,236,0.333333333,0.015125103,3.106256207,39222
DDX21,2740.605343,4.445835321,-333,2.75E-04,442,0.333333333,0.028598162,3.191658391,120598
FCER1G,1530.23,5.456784379,-480,2.64E-04,266,0.333333333,0.01376553,3.118669315,51218
MAP3K1,2298.612625,4.245310357,-368,2.72E-04,413,0.333333333,0.023640653,3.17428004,96008
IL2RA,1328.778162,5.220201684,-464,2.65E-04,275,0.333333333,0.016743291,3.126613704,58052
CBR4,1081.145906,6.173676325,-504,2.62E-04,222,0.333333333,0.014754006,3.106752731,41132
CTCF,5703.593141,4.837673266,-161,2.88E-04,618,0.333333333,0.041476636,3.277060576,252856
VEGFB,437.0640282,6.382819503,-600,2.56E-04,132,0.333333333,0.006951685,3.059086395,13750
ARHGAP25,911.1093388,4.518044915,-512,2.62E-04,240,0.333333333,0.012527014,3.102284012,34540
PSMA4,2060.113547,4.346836823,-365,2.72E-04,404,0.333333333,0.028422809,3.175769613,98036
DKC1,2336.495634,3.485933036,-316,2.76E-04,481,0.333333333,0.032648281,3.200099305,118100
SWAP70,940.0231431,5.985611883,-521,2.61E-04,211,0.333333333,0.013031886,3.098311817,34058
POLG2,1371.65,5.02922163,-467,2.65E-04,285,0.333333333,0.018907531,3.125124131,65468
DR1,2045.572232,4.233168832,-359,2.73E-04,408,0.333333333,0.028207906,3.178748759,102810
RNF2,1839.766588,5.242940298,-427,2.68E-04,322,0.333333333,0.020833408,3.144985104,72730
IPO5,3028.555903,5.055122023,-308,2.76E-04,439,0.333333333,0.031028347,3.2040715,137388
PPP4R1,576.2459037,5.346263849,-546,2.59E-04,183,0.333333333,0.013085332,3.085898709,25470
AFF1,5029.291653,5.346903767,-212,2.84E-04,535,0.333333333,0.035182372,3.251737835,213230
REST,1072.436799,5.251204938,-491,2.63E-04,250,0.333333333,0.016589788,3.113207547,43700
IRF3,3632.886175,6.412053996,-377,2.71E-04,377,0.333333333,0.019551327,3.169811321,111804
ZC3HAV1,1457.854643,5.519030407,-457,2.66E-04,282,0.333333333,0.018123449,3.130089374,57636
ACOT7,326.4120386,5.065614315,-586,2.57E-04,144,0.333333333,0.01144972,3.066037736,13818
SH2B1,803.3804272,6.647975795,-559,2.59E-04,172,0.333333333,0.008847598,3.079443893,23680
CPSF6,2054.09017,4.147152078,-346,2.74E-04,425,0.333333333,0.031168514,3.185203575,103408
RAB22A,359.1938959,5.712416602,-600,2.56E-04,132,0.333333333,0.008249547,3.059086395,13326
CEBPG,1790.218778,5.099232899,-424,2.68E-04,328,0.333333333,0.02171327,3.146474677,72444
KDM4B,470.7745411,6.819133883,-592,2.56E-04,135,0.333333333,0.008104547,3.06305859,15320
NSL1,690.8763294,4.467642798,-520,2.61E-04,230,0.333333333,0.016703463,3.098808342,31252
TBC1D5,3057.882769,5.618390251,-343,2.74E-04,401,0.333333333,0.02618375,3.186693148,126736
MAX,1569.270568,5.172229784,-443,2.67E-04,309,0.333333333,0.019054249,3.137040715,64130
SLC20A1,3438.996104,5.335548747,-302,2.77E-04,453,0.333333333,0.030979818,3.207050645,144306
CCND2,2381.544962,5.985841151,-423,2.68E-04,329,0.333333333,0.019257302,3.146971202,87264
COL18A1,1498.064112,5.977760413,-457,2.66E-04,270,0.333333333,0.018132615,3.130089374,59650
SPAG1,377.9388809,6.458249057,-600,2.56E-04,128,0.333333333,0.00887281,3.059086395,14318
LMNB2,2248.112633,5.181461271,-355,2.73E-04,383,0.333333333,0.029565446,3.180734856,102632
RNF126,365.5462786,5.83308117,-594,2.56E-04,136,0.333333333,0.00904751,3.062065541,14008
TTI1,2832.466986,5.02036086,-334,2.74E-04,418,0.333333333,0.028373656,3.191161867,120930
U2AF1,1299.253662,3.780360789,-425,2.68E-04,344,0.333333333,0.023638371,3.145978153,64072
GTF3A,606.8292053,5.499474938,-542,2.60E-04,187,0.333333333,0.013245289,3.087884806,25582
ZNF268,604.1642366,6.39369542,-583,2.57E-04,148,0.333333333,0.008494919,3.067527309,20072
ANGEL1,121.4227264,7.689192898,-682,2.51E-04,61,0.333333333,0.0035018,3.017874876,3494
TTF2,2276.482444,4.032650822,-336,2.74E-04,444,0.333333333,0.032018721,3.190168818,112032
MIF,506.5357541,4.810360339,-548,2.59E-04,182,0.333333333,0.013520937,3.08490566,21848
PPP4C,2637.230366,5.659662245,-374,2.72E-04,372,0.5,0.023671898,3.171300894,98470
MFNG,575.3523669,6.265620076,-571,2.58E-04,161,0.333333333,0.009603915,3.073485601,20694
SGTA,1142.211872,7.030069257,-524,2.61E-04,202,0.333333333,0.012278471,3.096822244,39682
CCL4,371.5796398,5.325704999,-603,2.55E-04,134,0.333333333,0.006990155,3.056603774,13222
ZFR,1400.065378,4.790521916,-438,2.67E-04,301,0.333333333,0.020023248,3.139523337,63780
SREBF1,560.5964654,6.625844415,-579,2.57E-04,148,0.333333333,0.008785933,3.069513406,17660
PRPS2,1599.829054,4.816029742,-407,2.69E-04,336,0.333333333,0.025964275,3.154915591,77092
HN1L,796.6473279,5.55593738,-511,2.62E-04,215,0.333333333,0.017126625,3.103277061,35694
SP2,755.0205041,5.784161038,-534,2.60E-04,196,0.333333333,0.012447007,3.091857001,29792
PPM1G,4211.94453,5.320726939,-273,2.79E-04,487,0.5,0.03318935,3.221449851,168150
GCFC2,1668.464874,5.212601564,-425,2.68E-04,318,0.333333333,0.023064228,3.145978153,72450
IL15,2232.716631,5.245468457,-391,2.70E-04,356,0.333333333,0.021375675,3.16285998,90456
CYP19A1,4928.797415,5.785852556,-266,2.80E-04,490,0.333333333,0.030776197,3.224925521,178912
ATAD2B,869.0014898,4.759224049,-491,2.63E-04,239,0.333333333,0.016887064,3.113207547,41136
PCDH17,1975.023454,5.772549069,-427,2.68E-04,311,0.333333333,0.019826246,3.144985104,78574
